UDS_Scale,CSF_Scale,Is_Baseline,Replication,Method,Expected_Makespan,Overtime_Prob,Error
0.45,1.2,False,7,Deterministic,692.75,0.11,
0.45,1.2,False,7,Age-Stratified,696.7,0.16,
0.45,1.2,False,8,Stochastic-MILP,694.45,0.03,
0.45,1.2,False,8,LPT,694.45,0.03,
0.45,1.2,False,8,Deterministic,694.45,0.13,
0.45,1.2,False,8,Age-Stratified,696.8,0.18,
0.45,1.2,False,9,Stochastic-MILP,694.45,0.04,
0.45,1.2,False,9,LPT,694.45,0.04,
0.45,1.2,False,9,Deterministic,694.45,0.17,
0.45,1.2,False,9,Age-Stratified,699.2,0.21,
0.45,1.2,False,10,Stochastic-MILP,692.3,0.0,
0.45,1.2,False,10,LPT,692.45,0.0,
0.45,1.2,False,10,Deterministic,692.45,0.09,
0.45,1.2,False,10,Age-Stratified,693.35,0.08,
0.45,1.2,False,11,Stochastic-MILP,692.4,0.01,
0.45,1.2,False,11,LPT,692.55,0.01,
0.45,1.2,False,11,Deterministic,692.55,0.11,
0.45,1.2,False,11,Age-Stratified,694.35,0.11,
0.45,1.2,False,12,Stochastic-MILP,695.0,0.05,
0.45,1.2,False,12,LPT,695.0,0.05,
0.45,1.2,False,12,Deterministic,695.0,0.18,
0.45,1.2,False,12,Age-Stratified,702.8,0.28,
0.45,1.2,False,13,Stochastic-MILP,693.15,0.02,
0.45,1.2,False,13,LPT,693.0,0.02,
0.45,1.2,False,13,Deterministic,693.0,0.09,
0.45,1.2,False,13,Age-Stratified,696.7,0.14,
0.45,1.2,False,14,Stochastic-MILP,696.4,0.07,
0.45,1.2,False,14,LPT,696.4,0.07,
0.45,1.2,False,14,Deterministic,696.4,0.2,
0.45,1.2,False,14,Age-Stratified,701.3,0.22,
0.45,1.2,False,15,Stochastic-MILP,694.95,0.04,
0.45,1.2,False,15,LPT,695.55,0.05,
0.45,1.2,False,15,Deterministic,695.55,0.18,
0.45,1.2,False,15,Age-Stratified,699.35,0.19,
0.45,1.2,False,16,Stochastic-MILP,691.25,0.01,
0.45,1.2,False,16,LPT,691.25,0.01,
0.45,1.2,False,16,Deterministic,691.25,0.05,
0.45,1.2,False,16,Age-Stratified,696.25,0.18,
0.45,1.2,False,17,Stochastic-MILP,692.6,0.0,
0.45,1.2,False,17,LPT,691.7,0.0,
0.45,1.2,False,17,Deterministic,691.7,0.11,
0.45,1.2,False,17,Age-Stratified,693.15,0.1,
0.45,1.2,False,18,Stochastic-MILP,693.0,0.03,
0.45,1.2,False,18,LPT,692.85,0.03,
0.45,1.2,False,18,Deterministic,692.85,0.11,
0.45,1.2,False,18,Age-Stratified,694.2,0.08,
0.45,1.2,False,19,Stochastic-MILP,693.8,0.06,
0.45,1.2,False,19,LPT,693.8,0.06,
0.45,1.2,False,19,Deterministic,693.8,0.15,
0.45,1.2,False,19,Age-Stratified,696.6,0.18,
0.45,1.2,False,20,Stochastic-MILP,696.2,0.04,
0.45,1.2,False,20,LPT,696.2,0.04,
0.45,1.2,False,20,Deterministic,696.2,0.21,
0.45,1.2,False,20,Age-Stratified,705.5,0.36,
0.45,1.2,False,21,Stochastic-MILP,694.65,0.04,
0.45,1.2,False,21,LPT,694.5,0.04,
0.45,1.2,False,21,Deterministic,694.5,0.15,
0.45,1.2,False,21,Age-Stratified,695.65,0.15,
0.45,1.2,False,22,Stochastic-MILP,699.15,0.1,
0.45,1.2,False,22,LPT,699.15,0.1,
0.45,1.2,False,22,Deterministic,699.15,0.25,
0.45,1.2,False,22,Age-Stratified,703.25,0.29,
0.45,1.2,False,23,Stochastic-MILP,693.65,0.05,
0.45,1.2,False,23,LPT,692.5,0.03,
0.45,1.2,False,23,Deterministic,692.5,0.14,
0.45,1.2,False,23,Age-Stratified,695.3,0.15,
0.45,1.2,False,24,Stochastic-MILP,696.45,0.06,
0.45,1.2,False,24,LPT,697.05,0.04,
0.45,1.2,False,24,Deterministic,697.05,0.19,
0.45,1.2,False,24,Age-Stratified,701.25,0.2,
0.45,1.2,False,25,Stochastic-MILP,692.55,0.06,
0.45,1.2,False,25,LPT,691.65,0.06,
0.45,1.2,False,25,Deterministic,691.65,0.17,
0.45,1.2,False,25,Age-Stratified,699.4,0.23,
0.45,1.2,False,26,Stochastic-MILP,690.65,0.05,
0.45,1.2,False,26,LPT,689.0,0.03,
0.45,1.2,False,26,Deterministic,689.0,0.11,
0.45,1.2,False,26,Age-Stratified,697.2,0.18,
0.45,1.2,False,27,Stochastic-MILP,697.3,0.07,
0.45,1.2,False,27,LPT,697.3,0.07,
0.45,1.2,False,27,Deterministic,697.3,0.23,
0.45,1.2,False,27,Age-Stratified,700.3,0.21,
0.45,1.2,False,28,Stochastic-MILP,691.55,0.04,
0.45,1.2,False,28,LPT,689.75,0.04,
0.45,1.2,False,28,Deterministic,689.75,0.13,
0.45,1.2,False,28,Age-Stratified,694.3,0.15,
0.45,1.2,False,29,Stochastic-MILP,694.15,0.05,
0.45,1.2,False,29,LPT,694.15,0.02,
0.45,1.2,False,29,Deterministic,694.15,0.19,
0.45,1.2,False,29,Age-Stratified,694.95,0.12,
0.45,1.2,False,30,Stochastic-MILP,693.2,0.04,
0.45,1.2,False,30,LPT,692.15,0.02,
0.45,1.2,False,30,Deterministic,692.15,0.1,
0.45,1.2,False,30,Age-Stratified,693.45,0.13,
